index,value
364,43185
365,1654
366,261
367,2579
368,442
369,2226
370,134
371,514
372,554
373,257
374,2247
375,2869
376,16439
377,298
378,2176
379,1590
380,1492
381,37272
382,2925
383,1076
384,1381
385,589
386,2557
387,1022
388,2448
389,2769
390,2407
391,3014
392,2117
393,3161
394,649
395,18613
396,95
397,2500
398,1934
399,2184
400,396
401,1684
402,781
403,21684
404,6
405,2247
406,1184
407,637
408,159
409,2418
410,2933
411,2370
412,192
413,2928
414,1218
415,48925
416,3271
417,815
418,2706
419,1973
420,2548
421,2556
422,2495
423,1587
424,87
425,2568
426,2180
427,1721
428,18518
429,43088
430,1893
431,384
432,25897
433,199
434,2085
435,3013
436,3157
437,2644
438,1101
439,48996
440,2473
441,3092
442,180
443,1777
444,2703
445,1744
446,2990
447,2075
448,2922
449,2996
450,41345
451,444
452,37559
453,1929
454,1804
455,2043
456,629
457,1334
458,2530
459,2625
460,1319
461,1835
462,34514
463,21923
464,9026
465,1765
466,446
467,2971
468,1430
469,1328
470,911
471,895
472,2696
473,1821
474,49681
475,301
476,365
477,3165
478,930
479,1357
480,1286
481,38867
482,2040
483,1728
484,298
485,2492
486,897
487,1461
488,45419
489,3177
490,1800
491,573
492,51197
493,645
494,1866
495,304
496,897
497,3010
498,3223
499,3112
500,1860
501,1341
502,184
503,1791
504,2504
505,255
506,1436
507,1800
508,1457
509,533
510,44721
511,17601
512,1475
513,965
514,806
515,1510
516,443
517,1927
518,17377
519,54208
520,1691
521,36892
522,2264
523,1636
524,3060
525,2066
526,1218
527,1061
528,2323
529,857
530,1699
531,2884
532,3258
533,1147
534,1834
535,1895
536,1079
537,84
538,2729
539,1423
540,780
541,1152
542,3055
543,1089
544,1397
545,38570
546,2702
547,2191
548,694
549,1396
550,2825
551,14570
552,1672
553,500
554,1944
555,2904
556,940
557,10246
558,1270
559,1148
560,2358
561,841
562,2472
563,1976
564,2422
565,33224
566,61274
567,44540
568,2686
569,242
570,1570
571,31401
572,30657
573,1729
574,1130
575,2126
576,36053
577,2438
578,17592
579,2347
580,53065
581,900
582,45184
583,28367
584,512
585,518
586,1531
587,1428
588,763
589,3044
590,1061
591,2936
592,64115
593,68
594,1209
595,1648
596,2961
597,47487
598,2932
599,3201
600,1895
601,796
602,2222
603,1956
604,1681
605,934
606,41686
607,17764
608,1737
609,1849
610,2214
611,2104
612,3255
613,1778
614,887
615,1512
616,59900
617,1554
618,65453
619,1807
620,1444
621,3218
622,1798
623,914
624,80
625,1787
626,1740
627,314
628,109
629,102
630,145
631,3081
632,3165
633,303
634,203
635,2293
636,3242
637,2851
638,2654
639,1898
640,1952
641,3151
642,2016
643,2926
644,659
645,1829
646,2671
647,1666
648,3147
649,1807
650,1271
651,775
652,2588
653,3059
654,146
655,1801
656,9295
657,899
658,1378
659,1373
660,736
661,2386
662,1858
663,2008
664,3068
665,1273
666,1969
667,1557
668,375
669,1245
670,30848
671,961
672,61480
673,1930
674,155
675,47323
676,1863
677,2853
678,17539
679,38122
680,1284
681,757
682,878
683,1957
684,2875
685,2272
686,2330
687,30794
688,246
689,1631
690,1715
691,1426
692,1982
693,2939
694,2590
695,28486
696,29959
697,40419
698,1597
699,1989
700,26757
701,44807
702,228
703,1477
704,1283
705,2299
706,3135
707,28698
708,44930
709,123
710,591
711,2394
712,1805
713,159
714,960
715,31625
716,1204
717,63592
718,308
719,3164
720,3163
721,3055
722,2207
723,311
724,43746
725,2532
726,1750
727,543
728,3253
729,54254
730,17772
731,63910
732,466
733,2517
734,2903
735,264
736,303
737,680
738,721
739,699
740,1068
741,387
742,251
743,255
744,2756
745,2968
746,2907
747,375
748,2086
749,45384
750,600
751,1087
752,221
753,2754
754,32677
755,775
756,311
757,2088
758,1119
759,1615
760,1725
761,30264
762,2480
763,264
764,1267
765,987
766,215
767,2964
768,58484
769,2213
770,994
771,2550
772,12515
773,3243
774,1071
775,12018
776,364
777,156
778,53903
779,3220
780,366
781,2188
782,57042
783,197
784,967
785,2999
786,2498
787,1633
788,64640
789,6231
790,1780
791,57922
792,2901
793,1301
794,40083
795,499
796,760
797,1484
798,62747
799,1164
800,887
801,1333
802,50685
803,2989
804,657
805,649
806,813
807,1655
808,2624
809,754
810,58019
811,1123
812,971
813,1898
814,1842
815,1048
816,1034
817,49639
818,631
819,1863
820,1045
821,40665
822,248
823,1009
824,2353
825,928
826,444
827,2017
828,56364
829,18320
830,2554
831,2866
832,23815
833,26507
834,2609
835,1967
836,1747
837,302
838,2231
839,157
840,2776
841,1960
842,1865
843,1063
844,908
845,277
846,908
847,1548
848,1743
849,2297
850,2709
851,20387
852,1247
853,1956
854,16961
855,1958
856,291
857,2188
858,1317
859,2583
860,2657
861,713
862,51560
863,3066
864,46339
865,37138
866,2634
867,1345
868,972
869,62895
870,51819
871,2244
872,226
873,2251
874,1334
875,64466
876,16914
877,3034
878,631
879,2884
880,2763
881,2190
882,1104
883,484
884,2180
885,1885
886,2498
887,34
888,3188
889,1788
890,43415
891,2719
892,2560
893,39954
894,2788
895,456
896,2222
897,2470
898,103
899,106
900,2745
901,50514
902,2488
903,2152
904,2343
905,41
906,1093
907,2025
908,24568
909,2078
910,2337
911,2683
912,997
913,3249
914,204
915,754
916,52577
917,49379
918,2981
919,2657
920,2542
921,21357
922,789
923,884
924,723
925,561
926,206
927,715
928,44351
929,768
930,6355
931,2522
932,1186
933,2837
934,1279
935,1724
936,3022
937,35318
938,670
939,40605
940,1093
941,3142
942,1482
943,1118
944,2938
945,7435
946,1260
947,3081
948,1902
949,1401
950,2801
951,42349
952,47951
953,1108
954,3201
955,27128
956,50750
957,3316
958,20782
959,2158
960,1063
961,1100
962,36447
963,2437
964,1582
965,99
966,1079
967,3402
968,2967
969,1416
970,134
971,2172
972,445
973,436
974,2806
975,62891
976,1607
977,1027
978,993
979,1389
980,498
981,1895
982,974
983,43636
984,3072
985,325
986,1583
987,1745
988,16232
989,1953
990,2902
991,3032
992,1038
993,2268
994,1073
995,46332
996,3232
997,1271
998,1854
999,27582
1000,673
1001,1644
1002,1377
1003,1245
1004,2873
1005,1723
1006,38830
1007,1724
1008,1764
1009,22572
1010,2916
1011,1980
1012,26272
1013,35839
1014,2536
1015,59698
1016,2141
1017,1590
1018,533
1019,1230
1020,2972
1021,86
1022,55903
1023,2274
1024,1200
1025,1837
1026,1747
1027,24667
1028,830
1029,24438
1030,712
1031,3048
1032,2904
1033,2045
1034,25796
1035,13097
1036,2226
1037,2515
1038,1397
1039,2773
1040,953
1041,26424
1042,1194
1043,1000
1044,18747
1045,25049
1046,3121
1047,997
1048,992
1049,514
1050,22337
1051,1103
1052,64858
1053,2988
1054,55962
1055,2351
1056,2982
1057,2825
1058,22787
1059,2828
1060,440
1061,98
1062,63460
1063,2153
1064,3004
1065,5889
1066,953
1067,850
1068,584
1069,1095
1070,1029
1071,65093
1072,29665
1073,2211
1074,6528
1075,900
1076,2724
1077,616
1078,1385
1079,2172
1080,1294
1081,1876
1082,2385
1083,571
1084,3100
1085,22770
1086,1640
1087,1463
1088,3028
1089,1545
1090,12
1091,1921
1092,48004
1093,1068
1094,828
1095,3110
1096,28516
1097,2346
1098,995
1099,501
1100,53435
1101,57730
1102,1598
1103,701
1104,25244
1105,9171
1106,208
1107,2437
1108,3147
1109,1474
1110,1003
1111,1408
1112,1935
1113,2239
1114,30647
1115,35782
1116,2882
1117,2585
1118,2033
1119,2043
1120,2073
1121,46130
1122,2565
1123,2651
1124,3211
1125,8400
1126,32827
1127,6449
1128,2713
1129,2343
1130,2380
1131,1930
1132,3117
1133,1508
1134,2571
1135,1786
1136,1628
1137,1062
1138,3224
1139,40499
1140,1465
1141,2306
1142,2573
1143,727
1144,343
1145,770
1146,718
1147,2542
1148,34926
1149,2851
1150,20171
1151,2750
1152,804
1153,2907
1154,49252
1155,3268
1156,2537
1157,1579
1158,676
1159,714
1160,1130
1161,3046
1162,1706
1163,34771
1164,4416
1165,2579
1166,2310
1167,2423
1168,42139
1169,2408
1170,51678
1171,2900
1172,62008
1173,2840
1174,18859
1175,1650
1176,48458
1177,55985
1178,36425
1179,2575
1180,956
1181,1673
1182,4861
1183,691
1184,6439
1185,41038
1186,53358
1187,2959
1188,2867
1189,2049
1190,1846
1191,45403
1192,3097
1193,968
1194,1641
1195,189
1196,653
1197,2896
1198,4042
1199,950
1200,2023
1201,294
1202,2573
1203,2408
1204,3179
1205,76
1206,1327
1207,2385
1208,1734
1209,2862
1210,24698
1211,1281
1212,785
1213,562
1214,497
1215,3266
1216,52234
1217,1712
1218,58923
1219,55152
1220,2580
1221,1760
1222,1344
1223,1586
1224,2382
1225,408
1226,1571
1227,673
1228,1615
1229,2962
1230,1102
1231,3085
1232,1377
1233,3034
1234,87
1235,2512
1236,152
1237,61252
1238,586
1239,1224
1240,306
1241,1683
1242,2394
1243,1234
1244,36900
1245,1728
1246,1680
1247,59520
1248,483
1249,3242
1250,2093
1251,564
1252,1153
1253,1958
1254,379
1255,2352
1256,985
1257,1022
1258,701
1259,1528
1260,19371
1261,15316
1262,24346
1263,1634
1264,1905
1265,1379
1266,2351
1267,97
1268,59365
1269,10788
1270,59074
1271,556
1272,60902
1273,2632
1274,1194
1275,495
1276,1214
1277,2990
1278,2363
1279,489
1280,15721
1281,59114
1282,1522
1283,802
1284,2212
1285,803
1286,2191
1287,1911
1288,3092
1289,1424
1290,2785
1291,15901
1292,3016
1293,2929
1294,2201
1295,2426
1296,155
1297,3219
1298,1372
1299,438
1300,1158
1301,996
1302,2828
1303,34287
1304,27085
1305,2703
1306,1190
1307,1855
1308,2330
1309,1032
1310,1573
1311,440
1312,1340
1313,2419
1314,1555
1315,1245
1316,77
1317,1177
1318,51729
1319,1117
1320,1833
1321,2599
1322,407
1323,2714
1324,1613
1325,2452
1326,1215
1327,2307
1328,7524
1329,1860
1330,13376
1331,38148
1332,207
1333,1768
1334,6659
1335,1855
1336,2541
1337,9142
1338,2660
1339,2989
1340,316
1341,1080
1342,16202
1343,1320
1344,2108
1345,177
1346,2653
1347,2416
1348,1961
1349,2712
1350,3239
1351,1579
1352,2055
1353,1364
1354,25249
1355,3070
1356,2949
1357,1032
1358,30315
1359,256
1360,627
1361,327
1362,1393
1363,783
1364,1919
1365,2490
1366,1144
1367,3028
1368,2581
1369,3134
1370,2067
1371,28376
1372,1041
1373,63390
1374,1588
1375,2514
1376,3001
1377,2242
1378,165
1379,3229
1380,1822
1381,2921
1382,1944
1383,32
1384,1135
1385,2536
1386,2832
1387,3127
1388,165
1389,9988
1390,23354
1391,1547
1392,1741
1393,1814
1394,1128
1395,2416
1396,2250
1397,58
1398,713
1399,11312
1400,2634
1401,2055
1402,282
1403,62894
1404,1802
1405,1818
1406,6
1407,2387
1408,37138
1409,11203
1410,108
1411,1682
1412,1230
1413,1512
1414,486
1415,422
1416,2571
1417,2357
1418,277
1419,2808
1420,43454
1421,655
1422,653
1423,950
1424,998
1425,613
1426,6707
1427,21303
1428,1258
1429,1881
1430,30526
1431,15518
1432,2552
1433,1853
1434,3063
1435,199
1436,2134
1437,1380
1438,2245
1439,1101
1440,24867
1441,812
1442,42743
1443,2434
1444,233
1445,1304
1446,2278
1447,217
1448,2947
1449,387
1450,1792
1451,965
1452,1630
1453,2570
1454,2578
1455,60111
1456,44289
1457,2608
1458,58492
1459,2451
1460,61932
1461,3034
1462,1271
1463,1945
1464,2536
1465,883
1466,2129
1467,2562
1468,212
1469,2640
1470,2708
1471,2807
1472,64486
1473,20044
1474,32458
1475,64767
1476,2001
1477,9565
1478,985
1479,39241
1480,15620
1481,2011
1482,2113
1483,2682
1484,2008
1485,2550
1486,927
1487,2418
1488,2869
1489,2715
1490,3180
1491,536
1492,39008
1493,1167
1494,124
1495,60995
1496,953
1497,943
1498,1191
1499,16330
1500,24323
1501,2701
1502,1057
1503,854
1504,683
1505,2847
1506,1422
1507,856
1508,33621
1509,530
1510,728
1511,2564
1512,927
1513,91
1514,2834
1515,985
1516,2818
1517,11856
1518,187
1519,148
1520,1756
1521,9
1522,2533
1523,22138
1524,664
1525,826
1526,1490
1527,3069
1528,7523
1529,844
1530,83
1531,502
1532,2880
1533,1867
1534,387
1535,1408
1536,1149
1537,1462
1538,1167
1539,2780
1540,35169
1541,717
1542,107
1543,1552
1544,1915
1545,58529
1546,3196
1547,866
1548,1455
1549,2249
1550,2619
1551,6483
1552,2863
1553,2985
1554,2421
1555,1417
1556,1645
1557,3224
1558,64828
1559,2839
1560,1480
1561,168
1562,167
1563,588
1564,2170
1565,2438
1566,2046
1567,148
1568,3007
1569,2045
1570,1076
1571,1979
1572,2918
1573,177
1574,1616
1575,1920
1576,2220
1577,581
1578,1923
1579,5521
1580,2454
1581,1591
1582,40
1583,1729
1584,830
1585,64015
1586,1265
1587,256
1588,62779
1589,1393
1590,431
1591,453
1592,1586
1593,2595
1594,62116
1595,1327
1596,692
1597,1783
1598,2414
1599,1791
1600,2754
1601,1226
1602,37224
1603,2632
1604,2800
1605,2697
1606,2568
1607,61424
1608,2550
1609,3194
1610,2736
1611,813
1612,0
1613,2820
1614,13570
1615,2168
1616,2632
1617,42243
1618,29342
1619,36169
1620,1771
1621,794
1622,836
1623,3109
1624,46471
1625,3121
1626,1957
1627,21402
1628,1594
1629,12337
1630,2776
1631,1572
1632,3
1633,1754
1634,1493
1635,2827
1636,1836
1637,2067
1638,2828
1639,43815
1640,33301
1641,1700
1642,2024
1643,1717
1644,381
1645,1037
1646,1268
1647,61390
1648,821
1649,1207
1650,1470
1651,27463
1652,3076
1653,1865
1654,327
1655,988
1656,32421
1657,2386
1658,2348
1659,1557
1660,1531
1661,155
1662,2409
1663,1022
1664,3138
1665,8564
1666,2029
1667,39078
1668,2412
1669,2973
1670,2247
1671,797
1672,29482
1673,2146
1674,568
1675,684
1676,2603
1677,982
1678,1107
1679,2966
1680,192
1681,329
1682,48209
1683,995
1684,531
1685,920
1686,2297
1687,2186
1688,2942
1689,2013
1690,19910
1691,2674
1692,2722
1693,2691
1694,725
1695,721
1696,3237
1697,46668
1698,3201
1699,2949
1700,944
1701,1536
1702,1760
1703,189
1704,2802
1705,1443
1706,43
1707,367
1708,558
1709,1234
1710,2803
1711,514
1712,48864
1713,154
1714,1355
1715,37954
1716,7419
1717,1562
1718,2035
1719,1164
1720,1729
1721,835
1722,675
1723,2866
1724,90
1725,1435
1726,1508
1727,1483
1728,540
1729,479
1730,813
1731,1515
1732,116
1733,30624
1734,232
1735,60584
1736,1183
1737,918
1738,1588
1739,12676
1740,998
1741,1823
1742,36712
1743,2439
1744,1268
1745,27431
1746,1632
1747,970
1748,30791
1749,2915
1750,37617
1751,887
1752,2882
1753,3163
1754,821
1755,2951
1756,2830
1757,2005
1758,8078
1759,1098
1760,2822
1761,2229
1762,3108
1763,1161
1764,278
1765,17419
1766,2948
1767,566
1768,376
1769,1202
1770,1414
1771,3112
1772,3269
1773,2463
1774,3098
1775,1716
1776,2966
1777,749
1778,41775
1779,1153
1780,55896
1781,7516
1782,2216
1783,2939
1784,2901
1785,39
1786,20795
1787,1837
1788,2003
1789,49423
1790,268
1791,1352
1792,1456
1793,11141
1794,32298
1795,1694
1796,556
1797,33
1798,10098
1799,1468
1800,2475
1801,1355
1802,877
1803,1476
1804,2394
1805,42590
1806,2447
1807,1298
1808,3126
1809,1171
1810,3119
1811,30219
1812,1563
1813,2812
1814,62708
1815,40422
1816,515
1817,660
1818,1013
1819,2308
1820,53047
1821,503
1822,2808
1823,3099
1824,374
1825,713
1826,35871
1827,2969
1828,2355
1829,2553
1830,506
1831,3207
1832,864
1833,340
1834,45489
1835,3046
1836,14069
1837,1944
1838,1709
1839,409
1840,2746
1841,1611
1842,1839
1843,3241
1844,1576
1845,2471
1846,685
1847,527
1848,80
1849,30564
1850,1177
1851,31497
1852,58140
1853,733
1854,65376
1855,37
1856,575
1857,1743
1858,2832
1859,2490
1860,1807
1861,1559
1862,2557
1863,1826
1864,1200
1865,50215
1866,3260
1867,2505
1868,3041
1869,17858
1870,821
1871,1092
1872,582
1873,871
1874,2274
1875,39088
1876,3266
1877,14045
1878,155
1879,3029
1880,1947
1881,2700
1882,4087
1883,32247
1884,80
1885,14772
1886,422
1887,1475
1888,2933
1889,1222
1890,1006
1891,2176
1892,2154
1893,26366
1894,664
1895,460
1896,999
1897,3257
1898,229
1899,2889
1900,30
1901,31612
1902,8156
1903,2337
1904,2976
1905,734
1906,93
1907,10238
1908,54808
1909,2609
1910,2075
1911,58162
1912,43670
1913,30012
1914,2768
1915,2677
1916,853
1917,1044
1918,92
1919,1944
1920,1220
1921,110
1922,2517
1923,1052
1924,117
1925,33122
1926,497
1927,1024
1928,2221
1929,2587
1930,1578
1931,3036
1932,2262
1933,335
1934,955
1935,609
1936,225
1937,168
1938,1953
1939,13808
1940,2490
1941,2843
1942,2969
1943,2064
1944,27341
1945,3272
1946,34
1947,3113
1948,2267
1949,3086
1950,45163
1951,266
1952,22700
1953,23497
1954,551
1955,16465
1956,1948
1957,802
1958,166
1959,597
1960,1774
1961,2391
1962,263
1963,173
1964,2224
1965,21462
1966,238
1967,2858
1968,1262
1969,716
1970,54373
1971,1402
1972,3251
1973,2732
1974,59545
1975,2110
1976,2368
1977,103
1978,1199
1979,1198
1980,1188
1981,49027
1982,35894
1983,2217
1984,2729
1985,3115
1986,1079
1987,1300
1988,774
1989,2054
1990,1691
1991,2324
1992,3263
1993,2398
1994,38411
1995,35859
1996,1283
1997,22345
1998,1097
1999,870
2000,415
2001,484
2002,50421
2003,44519
2004,1522
2005,1256
2006,2018
2007,544
2008,448
2009,1737
2010,8532
2011,1348
2012,2814
2013,90
2014,1261
2015,863
2016,2953
2017,2985
2018,429
2019,3110
2020,2900
2021,194
2022,1885
2023,42544
2024,53109
2025,1995
2026,282
2027,3150
2028,71
2029,6236
2030,854
2031,429
2032,2682
2033,2941
2034,1001
2035,499
2036,1336
2037,3114
2038,37446
2039,3175
2040,1574
2041,2144
2042,645
2043,1618
2044,2577
2045,1240
2046,1669
2047,370
2048,2647
2049,15150
2050,25346
2051,36707
2052,9434
2053,55144
2054,60331
2055,64173
2056,14927
2057,24830
2058,1982
2059,483
2060,867
2061,10
2062,443
2063,2707
2064,886
2065,2466
2066,1856
2067,2748
2068,1978
2069,1746
2070,1069
2071,30935
2072,3081
2073,3161
2074,2035
2075,1055
2076,151
2077,3216
2078,1820
2079,1855
2080,2020
2081,358
2082,2660
2083,732
2084,48649
2085,47555
2086,1364
2087,1399
2088,1608
2089,608
2090,336
2091,1712
2092,1914
2093,2495
2094,59066
2095,1584
2096,2505
2097,1935
2098,37527
2099,50382
2100,5987
2101,1831
2102,1105
2103,556
2104,500
2105,51582
2106,7334
2107,265
2108,2188
2109,1027
2110,2423
2111,1291
2112,40714
2113,2409
2114,2841
2115,2103
2116,22112
2117,25194
2118,428
2119,136
2120,19374
2121,1965
2122,23779
2123,1059
2124,2701
2125,162
2126,2268
2127,46720
2128,202
2129,3269
2130,2451
2131,520
2132,2741
2133,3194
2134,2674
2135,28
2136,765
2137,11686
2138,47689
2139,2843
2140,2556
2141,1548
2142,1004
2143,19325
2144,417
2145,2206
2146,14179
2147,13534
2148,1499
2149,41692
2150,33586
2151,3005
2152,1529
2153,2724
2154,3161
2155,366
2156,33
2157,2623
2158,1334
2159,1544
2160,2091
2161,2207
2162,2422
2163,1232
2164,1505
2165,1145
2166,1129
2167,813
2168,2316
2169,3159
2170,29555
2171,7097
2172,54638
2173,21903
2174,37236
2175,1160
2176,2758
2177,2311
2178,1521
2179,91
2180,51567
2181,1628
2182,2902
2183,163
2184,2436
2185,1045
2186,55749
2187,1144
2188,2604
2189,37589
2190,50950
2191,2961
2192,633
2193,2532
2194,2400
2195,1062
2196,2574
2197,731
2198,750
2199,2486
2200,2319
2201,41
2202,280
2203,1703
2204,571
2205,3210
2206,3233
2207,586
2208,44266
2209,40517
2210,48
2211,1096
2212,63961
2213,6684
2214,678
2215,548
2216,1464
2217,940
2218,55914
2219,35158
2220,1274
2221,70
2222,1316
2223,50705
2224,3043
2225,62098
2226,3118
2227,176
2228,694
2229,2829
2230,2512
2231,1740
2232,2295
2233,2685
2234,1007
2235,3140
2236,494
2237,3254
2238,1772
2239,1180
2240,48
2241,2857
2242,927
2243,2513
2244,1988
2245,2531
2246,1266
2247,694
2248,2200
2249,44424
2250,80
2251,1783
2252,2385
2253,75
2254,228
2255,2342
2256,58805
2257,1208
2258,277
2259,183
2260,62265
2261,13639
2262,918
2263,24467
2264,2589
2265,1605
2266,30898
2267,38305
2268,5035
2269,1351
2270,309
2271,2453
2272,2730
2273,240
2274,3046
2275,29947
2276,3261
2277,24111
2278,1642
2279,51165
2280,2245
2281,216
2282,1218
2283,24676
2284,2668
2285,1924
2286,1572
2287,2584
2288,2390
2289,3110
2290,1316
2291,2620
2292,1481
2293,20783
2294,1553
2295,960
2296,3110
2297,2312
2298,3040
2299,36005
2300,24774
2301,1705
2302,2470
2303,1173
2304,393
2305,401
2306,890
2307,1041
2308,2278
2309,64806
2310,29278
2311,428
2312,60098
2313,100
2314,2257
2315,1635
2316,443
2317,203
2318,2523
2319,530
2320,2430
2321,1957
2322,305
2323,2133
2324,7260
2325,1666
2326,3234
2327,2408
2328,1442
2329,1502
2330,33
2331,59339
2332,1039
2333,3139
2334,118
2335,1481
2336,62840
2337,1477
2338,490
2339,131
2340,63336
2341,46330
2342,4299
2343,2391
2344,3090
2345,1693
2346,585
2347,2631
2348,1308
2349,1209
2350,1699
2351,869
2352,1150
2353,2995
2354,2156
2355,636
2356,668
2357,2530
2358,2204
2359,2325
2360,2651
2361,2048
2362,51228
2363,1416
2364,118
2365,783
2366,1491
2367,492
2368,1914
2369,1242
2370,1940
2371,63211
2372,2096
2373,25282
2374,1845
2375,335
2376,144
2377,2139
2378,2674
2379,1382
2380,40067
2381,63102
2382,53778
2383,410
2384,2409
2385,1051
2386,1101
2387,885
2388,44842
2389,1696
2390,627
2391,1524
2392,1137
2393,1246
2394,2295
2395,2281
2396,25627
2397,648
2398,877
2399,424
2400,2115
2401,2365
2402,30087
2403,3050
2404,1218
2405,766
2406,2606
2407,1604
2408,2189
2409,1154
2410,2491
2411,672
2412,2460
2413,1823
2414,31906
2415,59
2416,1189
2417,1151
2418,751
2419,2906
2420,27812
2421,944
2422,1536
2423,556
2424,647
2425,17638
2426,1557
2427,464
2428,1486
2429,269
2430,1034
2431,1485
2432,2826
2433,1443
2434,1980
2435,2564
2436,29967
2437,3245
2438,2065
2439,2082
2440,19770
2441,515
2442,21938
2443,1122
2444,2725
2445,2860
2446,2042
2447,35826
2448,313
2449,1454
2450,1393
2451,752
2452,48192
2453,2583
2454,182
2455,2441
2456,997
2457,583
2458,1206
2459,1017
2460,1610
2461,1975
2462,3155
2463,2845
2464,2579
2465,2088
2466,2286
2467,2079
2468,202
2469,598
2470,29707
2471,2628
2472,1865
2473,1015
2474,17592
2475,2233
2476,2207
2477,623
2478,2550
2479,243
2480,1692
2481,558
2482,2153
2483,2947
2484,1827
2485,653
2486,2439
2487,584
2488,500
2489,55317
2490,1691
2491,22900
2492,1308
2493,2717
2494,1168
2495,284
2496,953
2497,2342
2498,47063
2499,2707
2500,2204
2501,2146
2502,1070
2503,2884
2504,60139
2505,24470
2506,1932
2507,1922
2508,833
2509,2090
2510,21285
2511,2396
2512,724
2513,599
2514,910
2515,2206
2516,45560
2517,2172
2518,1285
2519,1373
2520,1865
2521,30374
2522,66
2523,780
2524,2146
2525,48554
2526,5389
2527,136
2528,57750
2529,1716
2530,661
2531,128
2532,2364
2533,3073
2534,51769
2535,2826
2536,51088
2537,1706
2538,1578
2539,824
2540,2904
2541,542
2542,3109
2543,1260
2544,2001
2545,693
2546,3079
2547,46869
2548,674
2549,726
2550,21820
2551,572
2552,56677
2553,513
2554,43802
2555,2507
2556,51290
2557,1294
2558,636
2559,946
2560,1717
2561,2805
2562,2669
2563,1719
2564,3068
2565,3074
2566,895
2567,49733
2568,59
2569,1007
2570,1540
2571,1022
2572,2495
2573,2230
2574,2344
2575,5940
2576,418
2577,858
2578,2167
2579,25986
2580,2343
2581,955
2582,3243
2583,60383
2584,3101
2585,183
2586,271
2587,2403
2588,14476
2589,1293
2590,1254
2591,2752
2592,3246
2593,62984
2594,633
2595,2607
2596,1754
2597,1060
2598,35546
2599,1180
2600,2024
2601,1167
2602,46
2603,997
